Planet_Name,Host_Star,Discovery_Method,Discovery_Year,Discovery_Facility,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Semi_Major_Axis_AU,Planet_Radius_Earth,pl_radj,Planet_Mass_Earth,pl_bmassj,pl_bmassprov,Orbital_Eccentricity,Equilibrium_Temperature,UEB_temp,LEB_temp,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,Star_UEBTemp,st_tefferr2,st_tefflim,Star_Radius_Solar,Star_Mass_Solar,Star_Metallicity,Star_Surface_Gravity,sy_refname,rastr,ra,dec,System_Distance_PC,System_Visual_Magnitude,System_Infrared_Magnitude,Discovery_Date,Discovery_Method_Index,Discovery_Facility_Index
Kepler-101 b,Kepler-101,Transit,2014,Kepler,<a refstr=BONOMO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A...2B/abstract target=ref>Bonomo et al. 2014</a>,3.4876812,7.0E-6,-7.0E-6,0.0474,5.77,0.51,51.1,0.16,Mass,0.086,1513,103,-145,0,0,<a refstr=BONOMO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A...2B/abstract target=ref>Bonomo et al. 2014</a>,G3 IV,5667.0,50.0,-50.0,0,1.56,1.17,0.33,4.12,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m01.32s,283.255507,48.3552474,927.981,13.7,12.011,2014-01-01,0.0,1.0
Kepler-117 b,Kepler-117,Transit,2014,Kepler,<a refstr=BRUNO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A.124B/abstract target=ref>Bruno et al. 2015</a>,18.7959228,7.5E-6,-7.5E-6,0.1445,8.059,0.719,29.875,0.094,Mass,0.0493,984,18,-18,0,1,<a refstr=BRUNO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...573A.124B/abstract target=ref>Bruno et al. 2015</a>,F8 V,6150.0,110.0,-110.0,0,1.61,1.13,-0.04,4.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m10.34s,288.7930651,48.040176,1455.57,14.282,13.011,2014-01-01,0.0,1.0
K2-222 b,K2-222,Transit,2018,K2,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,15.38857,8.8E-4,-8.8E-4,0.1206,2.35,0.21,8.7,0.02737,Mass,0.16,871,23,-23,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5942.0,119.0,-119.0,0,1.11,0.99,-0.315,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h05m51.00s,16.4625203,11.7537171,101.321,9.543,8.105,2018-01-01,0.0,2.0
K2-39 b,K2-39,Transit,2016,K2,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.60543,4.6E-4,-4.6E-4,0.11454987782805433,6.277,0.56,28.6047,0.09,Mass,0.0,1100,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,4881.0,20.0,-20.0,0,2.97,0.66,0.32,3.44,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m28.37s,338.3682095,-9.0229405,307.47,10.831,8.516,2016-01-01,0.0,2.0
TOI-1736 b,TOI-1736,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,7.073076,1.7E-5,-1.7E-5,0.073,3.182,0.284,12.3,0.0387,Mass,0.0,1100,21,-19,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,5636.0,86.0,-80.0,0,1.43,1.04,0.148,4.14,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m44.27s,43.4344615,69.101345,88.9482,8.953,7.283,2023-01-01,0.0,0.0
TOI-1820 b,TOI-1820,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,4.860674,5.0E-6,-5.0E-6,0.061,12.778,1.14,731.00534,2.3,Mass,0.043,1375,12,-12,0,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,Unknown,5734.0,50.0,-50.0,0,1.51,1.04,0.14,4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h30m44.81s,187.6867207,27.4520016,248.504,10.899,9.508,2022-01-01,0.0,0.0
TOI-1685 b,TOI-1685,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BURT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240514895B/abstract target=ref>Burt et al. 2024</a>,0.66913924,4.2E-7,-4.2E-7,0.01138,1.468,0.131,3.03,0.00953,Mass,0.0,1062,27,-27,0,0,<a refstr=BURT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240514895B/abstract target=ref>Burt et al. 2024</a>,M2.65 V,3575.0,53.0,-53.0,0,0.46,0.45,0.3,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h34m22.55s,68.5939529,43.0370395,37.6153,13.378,8.758,2021-01-01,0.0,0.0
TOI-2184 b,TOI-2184,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SAUNDERS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...53S/abstract target=ref>Saunders et al. 2022</a>,6.90683,9.0E-5,-9.0E-5,0.11454987782805433,11.4,1.017,206.58846,0.65,Mass,0.08,1100,28,-27,0,0,<a refstr=SAUNDERS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...53S/abstract target=ref>Saunders et al. 2022</a>,Unknown,5966.0,136.0,-136.0,0,2.9,1.53,0.14,3.7,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m19.95s,100.8331246,-66.9476563,788.317,12.254,10.41,2022-01-01,0.0,0.0
GJ 414 A b,GJ 414 A,Radial Velocity,2021,W. M. Keck Observatory,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,50.8,0.1,-0.26,0.2324,2.63,0.235,7.6,0.02391,Msini,0.45,309,34,-34,0,0,<a refstr=DEDRICK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...86D/abstract target=ref>Dedrick et al. 2021</a>,K7 V,4120.0,109.0,-109.0,0,0.68,0.65,0.24,4.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h11m05.88s,167.7745044,30.4451688,11.8893,8.31,4.979,2021-01-01,1.0,17.0
HAT-P-56 b,HAT-P-56,Transit,2015,HATNet,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.79083,5.0E-6,-5.0E-6,0.11454987782805433,16.926,1.51,734.1873,2.31,Mass,0.09335043219404639,1100,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6566.0,50.0,-50.0,0,1.47,1.42,0.0,3.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m23.52s,100.8480137,27.2521823,320.639,10.92,9.83,2015-01-01,0.0,5.0
TOI-1235 b,TOI-1235,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,3.444714,9.0E-5,-9.0E-5,0.11454987782805433,1.69,0.151,6.69,0.02105,Mass,0.049,1100,28,-27,0,0,<a refstr=BLUHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.132B/abstract target=ref>Bluhm et al. 2020</a>,M0.5 V,3997.0,51.0,-51.0,0,0.62,0.63,0.33,4.64,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m52.38s,152.2182549,69.2766204,39.6345,11.495,7.893,2020-01-01,0.0,0.0
Kepler-419 b,Kepler-419,Transit,2014,Kepler,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,69.7546,7.0E-4,-9.0E-4,0.37,10.8,0.96,794.5,2.5,Mass,0.833,1100,28,-27,0,1,<a refstr=DAWSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...791...89D/abstract target=ref> Dawson et al. 2014</a>,Unknown,6430.0,79.0,-79.0,0,1.74,1.39,0.176,4.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m40.30s,295.4179125,51.1847629,1011.36,13.089,11.859,2014-01-01,0.0,1.0
TOI-163 b,TOI-163,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,4.231306,6.3E-5,-5.7E-5,0.058,16.69,1.489,387.7526,1.22,Mass,0.0,1669,16,-14,0,0,<a refstr=KOSSAKOWSKI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1094K/abstract target=ref>Kossakowski et al. 2019</a>,F,6495.0,90.0,-90.0,0,1.65,1.44,0.22,4.19,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h19m04.38s,79.7682532,-71.8955269,411.719,11.467,10.124,2019-01-01,0.0,0.0
TOI-2128 b,TOI-2128,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,16.34136,1.3E-4,-1.3E-4,0.127,2.089,0.186,4.5,0.01416,Mass,0.0,781,15,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,Unknown,5968.0,86.0,-84.0,0,1.12,1.03,-0.07,4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m55.63s,256.9817998,32.1053027,36.578,7.22142,5.821,2024-01-01,0.0,0.0
K2-18 b,K2-18,Transit,2015,K2,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,32.939623,9.5E-5,-1.0E-4,0.1429,2.37,0.211,8.92,0.02807,Mass,0.2,284,15,-15,0,0,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,Unknown,3457.0,39.0,-39.0,0,0.41,0.36,0.12,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h30m14.43s,172.560141,7.5878315,38.0266,13.477,8.899,2015-01-01,0.0,2.0
Kepler-428 b,Kepler-428,Transit,2014,Kepler,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,3.52563254,1.5E-7,-1.5E-7,0.0433,12.11,1.08,403.63,1.27,Mass,0.22,1070,25,-25,0,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,K1 V,5150.0,100.0,-100.0,0,0.8,0.87,0.09,4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m19.62s,290.5817432,40.5773106,686.284,15.362,13.234,2014-01-01,0.0,1.0
Kepler-107 e,Kepler-107,Transit,2014,Kepler,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,14.749143,1.9E-5,-1.9E-5,0.12638,2.903,0.259,14.1,0.04436,Mass,0.1,955,11,-11,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,5854.0,61.0,-61.0,0,1.45,1.24,0.321,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m06.76s,297.028162,48.2086019,525.997,12.543,11.06,2014-01-01,0.0,1.0
Kepler-407 b,Kepler-407,Transit,2014,Kepler,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,0.66931,0.013783126748768453,-0.010317993694581256,0.11454987782805433,1.07,0.095,3.2,0.01007,Mass,0.09335043219404639,1100,28,-27,0,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Unknown,5476.0,75.0,-75.0,0,1.01,1.0,0.33,4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h04m08.71s,286.0363025,49.6145027,338.368,12.603,10.911,2014-01-01,0.0,1.0
HAT-P-55 b,HAT-P-55,Transit,2015,HATNet,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,3.5852313,5.1E-7,-5.1E-7,0.04628,14.841,1.324,189.42573,0.596,Mass,0.09335043219404639,1367,11,-11,0,0,<a refstr=KANG_ET_AL__2024 href=https://arxiv.org/abs/2401.03715 target=ref>Kang et al. 2024</a>,Unknown,5804.0,37.0,-37.0,0,1.1,1.03,0.003,4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h37m05.64s,264.2735096,25.7311468,511.388,13.197,11.627,2015-01-01,0.0,5.0
HD 110067 f,HD 110067,Transit,2023,Multiple Observatories,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,41.05854,1.0E-4,-1.0E-4,0.2163,2.601,0.232,5.04,0.01586,Mass,0.09335043219404639,489,6,-6,0,0,<a refstr=LUQUE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023Natur.623..932L/abstract target=ref>Luque et al. 2023</a>,K0.0 V,5266.0,64.0,-64.0,0,0.79,0.8,-0.2,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h39m21.41s,189.8392243,20.0273377,32.1585,8.419,6.492,2023-01-01,0.0,9.0
Kepler-36 b,Kepler-36,Transit,2012,Kepler,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,13.86825,5.0E-4,-5.0E-4,0.11454987782805433,1.498,0.134,3.83,0.01205,Mass,0.0,1100,28,-27,0,1,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,Unknown,5979.0,60.0,-60.0,0,1.63,1.03,-0.18,4.1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h25m00.04s,291.2501859,49.2318073,527.956,11.941,10.788,2012-01-01,0.0,1.0
TOI-2977 b,TOI-2977,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2.3505614,2.5E-6,-2.5E-6,0.03386,13.159,1.174,533.95172,1.68,Mass,0.0,1544,26,-26,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,Unknown,5691.0,94.0,-93.0,0,1.07,0.94,0.013,4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h35m42.36s,143.9265177,-60.3574758,343.1888841886793,12.6334,10.666,2023-01-01,0.0,0.0
K2-136 c,K2-136,Transit,2017,K2,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,17.30713,2.7E-4,-2.7E-4,0.1185,3.0,0.268,18.1,0.05695,Mass,0.047,470,28,-27,0,0,<a refstr=MAYO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230402779M/abstract target=ref>Mayo et al. 2023</a>,Unknown,4500.0,125.0,-75.0,0,0.68,0.74,-0.02,4.68,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h29m39.09s,67.4128615,22.8825674,59.2474,11.101,8.368,2017-01-01,0.0,2.0
Kepler-60 d,Kepler-60,Transit,2012,Kepler,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,11.8981,2.0E-4,-2.0E-4,0.11454987782805433,1.99,0.178,4.16,0.01309,Mass,0.09335043219404639,1100,28,-27,0,1,<a refstr=JONTOF_HUTTER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...39J/abstract target=ref>Jontof-Hutter et al. 2016</a>,Unknown,5905.0,144.0,-144.0,0,1.26,1.04,-0.09,4.3900954400848295,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m50.70s,288.9612535,42.2650472,1025.1,13.95,12.516,2012-01-01,0.0,1.0
TOI-1052 b,TOI-1052,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=ARMSTRONG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2090A/abstract target=ref>Armstrong et al. 2023</a>,9.139703,1.9E-4,-1.97E-4,0.09103,2.87,0.256,16.9,0.05317,Mass,0.18,1135,28,-27,0,0,<a refstr=ARMSTRONG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2090A/abstract target=ref>Armstrong et al. 2023</a>,Unknown,6146.0,62.0,-62.0,0,1.26,1.2,0.14,4.3,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h30m02.47s,337.5102738,-75.6465606,129.804,9.511,8.246,2023-01-01,0.0,0.0
Kepler-30 c,Kepler-30,Transit,2012,Kepler,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,60.323105,2.44E-4,-2.44E-4,0.3,12.3,1.097,640.0,2.01,Mass,0.0111,1100,28,-27,0,1,<a refstr=SANCHIS_OJEDA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012Natur.487..449S/abstract target=ref> Sanchis-Ojeda et al. 2012 </a>,Unknown,5498.0,54.0,-54.0,0,0.95,0.99,0.18,4.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h01m08.08s,285.2836483,38.9472625,914.221,15.726,13.581,2012-01-01,0.0,1.0
CoRoT-31 b,CoRoT-31,Transit,2020,CoRoT,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,4.62941,7.5E-4,-7.5E-4,0.0586,16.365,1.46,266.9772,0.84,Mass,0.02,1100,28,-27,0,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,G2 IV,5700.0,120.0,-120.0,0,2.15,1.25,0.0,3.85,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h19m16.98s,94.820735,-4.4222978,2005.76,15.479,13.426,2020-01-01,0.0,6.0
HAT-P-7 b,HAT-P-7,Transit,2008,HATNet,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.20474,1.7E-5,-1.7E-5,0.11454987782805433,16.926,1.51,584.8072,1.84,Mass,0.0,1100,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6389.0,17.0,-17.0,0,2.0,1.56,0.26,4.07,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m59.33s,292.24719,47.9695429,341.079,10.481,9.334,2008-01-01,0.0,5.0
HD 42813 b,HD 42813,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,13.6308205,9.0E-6,-9.0E-6,0.111,3.41,0.304,9.1,0.02863,Mass,0.09335043219404639,716,12,-12,0,0,<a refstr=EGGER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...688A.223E/abstract target=ref>Egger et al. 2024</a>,Unknown,5289.0,69.0,-69.0,0,0.98,0.9,0.24,4.39,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h12m13.88s,93.0578446,-14.6493167,68.192,9.49,7.587,2023-01-01,0.0,0.0
Kepler-553 b,Kepler-553,Transit,2016,Kepler,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,4.030467,1.8E-6,-1.8E-6,0.04766,4.741,0.423,116.00737,0.365,Mass,0.09335043219404639,1089,19,-19,0,0,<a refstr=DALBA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..271...16D/abstract target=ref>Dalba et al. 2024</a>,Unknown,5191.0,76.0,-78.0,0,0.9,0.89,0.152,4.48,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m12.21s,298.5508922,48.3325405,728.525,15.034,13.064,2016-01-01,0.0,1.0
Qatar-9 b,Qatar-9,Transit,2019,Qatar,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,1.540731,3.8E-5,-3.8E-5,0.0234,11.31,1.009,378.2177,1.19,Mass,0.0,1134,9,-9,0,0,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,K5 V,4309.0,31.0,-31.0,0,0.7,0.72,0.252,4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h42m59.54s,160.748095,60.9641194,213.771,14.023,11.104,2019-01-01,0.0,11.0
HAT-P-53 b,HAT-P-53,Transit,2015,HATNet,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,1.9616241,3.9E-6,-3.9E-6,0.03159,14.773,1.318,471.65972,1.484,Mass,0.134,1778,48,-48,0,0,<a refstr=HARTMAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015AJ....150..168H/abstract target=ref>Hartman et al. 2015</a>,Unknown,5956.0,50.0,-50.0,0,1.21,1.09,0.0,4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h27m29.06s,21.8711012,38.9681137,666.802,13.78,12.1,2015-01-01,0.0,5.0
HATS-25 b,HATS-25,Transit,2016,HATSouth,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,4.2986432,4.5E-6,-4.5E-6,0.05163,14.123,1.26,194.82979,0.613,Mass,0.176,1277,42,-42,0,0,<a refstr=ESPINOZA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..108E/abstract target=ref>Espinoza et al. 2016</a>,G,5715.0,73.0,-73.0,0,1.11,0.99,0.02,4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h51m37.84s,207.9076746,-23.7812403,471.158,13.172,11.416,2016-01-01,0.0,4.0
